,Unnamed: 0,스크린점유율순위,영화명,개봉일,스크린수,스크린점유율,매출액,누적매출액,관객수,누적관객수,점유율집계일,좌석판매점유율순위,좌석판매율,좌석점유율,좌석수,순위,상영횟수,상영점유율,개봉n일차,개봉n일차(int),총공급좌석수,F-rated
1957,33727,19,국가부도의 날,2018-11-28,1,0.0,5000,30889622337,1,3754730,2019-01-25,26,1.0,0.0,97,22,1,0.006999999999999999,58 days 00:00:00.000000000,58,6971192.0,1
1958,33807,20,국가부도의 날,2018-11-28,1,0.0,5000,30889627337,1,3754731,2019-01-28,29,1.0,0.0,104,26,1,0.006999999999999999,61 days 00:00:00.000000000,61,6971192.0,1
1959,33835,23,국가부도의 날,2018-11-28,1,0.0,5000,30889632337,1,3754732,2019-01-29,29,1.0,0.0,104,28,1,0.006999999999999999,62 days 00:00:00.000000000,62,6971192.0,1
1960,34192,21,국가부도의 날,2018-11-28,1,0.0,2133500,30891765837,251,3754983,2019-02-13,20,93.7,0.01,268,25,1,0.006999999999999999,77 days 00:00:00.000000000,77,6971192.0,1
1961,35631,25,국가부도의 날,2018-11-28,1,0.0,1050000,30892815837,150,3755133,2019-04-12,15,69.4,0.01,216,25,1,0.014,135 days 00:00:00.000000000,135,6971192.0,1
1962,31861,30,말모이,2019-01-09,1,0.0,2000,2000,1,1,2018-11-27,50,1.7,0.0,59,40,1,0.013,-43 days +00:00:00.000000000,-43,6096352.0,2
1963,32651,27,말모이,2019-01-09,1,0.0,2358000,2360000,262,263,2018-12-17,23,100.0,0.01,262,32,1,0.013,-23 days +00:00:00.000000000,-23,6096352.0,2
1964,32672,5,말모이,2019-01-09,108,4.1,118793000,121153000,22785,23048,2018-12-18,4,98.9,0.82,23038,6,116,1.4680000000000002,-22 days +00:00:00.000000000,-22,6096352.0,2
1965,32732,5,말모이,2019-01-09,44,1.5,57850000,179003000,11570,34618,2018-12-19,5,98.3,0.44,11769,5,50,0.505,-21 days +00:00:00.000000000,-21,6096352.0,2
1966,32757,5,말모이,2019-01-09,39,1.3,56665000,235668000,10133,44751,2018-12-20,5,99.3,0.38,10207,6,41,0.422,-20 days +00:00:00.000000000,-20,6096352.0,2
1967,32781,17,말모이,2019-01-09,2,0.1,1805000,237473000,361,45112,2018-12-21,18,100.0,0.01,361,19,2,0.021,-19 days +00:00:00.000000000,-19,6096352.0,2
1968,32811,16,말모이,2019-01-09,2,0.1,1840000,239313000,230,45342,2018-12-22,16,100.0,0.01,230,17,2,0.022,-18 days +00:00:00.000000000,-18,6096352.0,2
1969,32985,7,말모이,2019-01-09,24,0.8,39747000,279060000,5127,50469,2018-12-27,6,99.3,0.18,5165,7,24,0.276,-13 days +00:00:00.000000000,-13,6096352.0,2
1970,33000,15,말모이,2019-01-09,2,0.1,1485000,280545000,297,50766,2018-12-28,15,100.0,0.01,297,17,2,0.023,-12 days +00:00:00.000000000,-12,6096352.0,2
1971,33029,10,말모이,2019-01-09,6,0.2,11718000,292263000,1361,52127,2018-12-29,8,100.0,0.04,1361,10,6,0.07,-11 days +00:00:00.000000000,-11,6096352.0,2
1972,33059,9,말모이,2019-01-09,6,0.2,11184000,303447000,1237,53364,2018-12-30,8,100.0,0.04,1237,9,6,0.073,-10 days +00:00:00.000000000,-10,6096352.0,2
1973,33101,19,말모이,2019-01-09,1,0.0,1060000,304507000,212,53576,2018-12-31,15,100.0,0.01,212,22,1,0.012,-9 days +00:00:00.000000000,-9,6096352.0,2
1974,33156,8,말모이,2019-01-09,13,0.4,11265000,315772000,2253,55829,2019-01-02,7,84.7,0.09,2661,8,14,0.175,-7 days +00:00:00.000000000,-7,6096352.0,2
1975,33160,6,말모이,2019-01-09,30,1.1,29050500,344822500,3422,59251,2019-01-03,6,57.1,0.21,5998,6,30,0.464,-6 days +00:00:00.000000000,-6,6096352.0,2
1976,33203,8,말모이,2019-01-09,10,0.4,10252000,355074500,1770,61021,2019-01-04,8,99.9,0.06,1772,8,10,0.165,-5 days +00:00:00.000000000,-5,6096352.0,2
1977,33221,4,말모이,2019-01-09,447,15.4,383652650,738727150,42874,103895,2019-01-05,3,37.5,3.77,114264,4,735,12.365,-4 days +00:00:00.000000000,-4,6096352.0,2
1978,33229,4,말모이,2019-01-09,449,15.8,433474450,1172201600,48084,151979,2019-01-06,3,42.5,3.82,113101,4,734,13.138,-3 days +00:00:00.000000000,-3,6096352.0,2
1979,33251,6,말모이,2019-01-09,35,1.5,58290000,1230491600,7208,159187,2019-01-07,6,91.7,0.28,7860,6,35,0.705,-2 days +00:00:00.000000000,-2,6096352.0,2
1980,33293,9,말모이,2019-01-09,18,0.7,16665000,1247156600,3333,162520,2019-01-08,8,95.0,0.13,3509,9,18,0.361,-1 days +00:00:00.000000000,-1,6096352.0,2
1981,33315,1,말모이,2019-01-09,1077,40.7,984040250,2231196850,122458,284978,2019-01-09,1,13.4,32.9,913424,1,4853,55.217,0 days 00:00:00.000000000,0,6096352.0,2
1982,33344,1,말모이,2019-01-09,1112,34.1,915333400,3146530250,114367,399345,2019-01-10,1,12.7,31.49,901486,1,4761,47.425,1 days 00:00:00.000000000,1,6096352.0,2
1983,33354,1,말모이,2019-01-09,1128,33.4,1218285077,4364815327,138509,537854,2019-01-11,1,14.8,31.96,936743,1,4932,46.34,2 days 00:00:00.000000000,2,6096352.0,2
1984,33391,1,말모이,2019-01-09,1203,34.2,2851905264,7216720591,322741,860595,2019-01-12,1,33.6,31.27,959415,1,5132,43.76600000000001,3 days 00:00:00.000000000,3,6096352.0,2
1985,33405,1,말모이,2019-01-09,1202,34.3,2850305040,10067025631,324324,1184919,2019-01-13,1,34.6,31.3,936464,1,5007,43.242,4 days 00:00:00.000000000,4,6096352.0,2
1986,33436,1,말모이,2019-01-09,1106,34.8,897802890,10964828521,112027,1296946,2019-01-14,1,12.5,32.03,895330,1,4766,45.026,5 days 00:00:00.000000000,5,6096352.0,2
1987,33443,1,말모이,2019-01-09,1116,34.1,888051170,11852879691,111887,1408833,2019-01-15,1,12.5,31.94,893140,1,4783,44.877,6 days 00:00:00.000000000,6,6096352.0,2
1988,33490,1,말모이,2019-01-09,1015,27.7,845121470,12698001161,107579,1516412,2019-01-16,1,14.0,27.05,768300,1,3993,34.901,7 days 00:00:00.000000000,7,6096352.0,2
1989,33515,1,말모이,2019-01-09,965,28.1,719737710,13417738871,90529,1606941,2019-01-17,1,14.5,21.84,623046,1,3403,35.622,8 days 00:00:00.000000000,8,6096352.0,2
1990,33534,1,말모이,2019-01-09,1021,29.8,952212478,14369951349,108567,1715508,2019-01-18,1,15.8,23.76,686534,1,3749,38.185,9 days 00:00:00.000000000,9,6096352.0,2
1991,33562,1,말모이,2019-01-09,1135,30.2,2279623114,16649574463,259951,1975459,2019-01-19,1,33.1,26.05,786209,1,4305,39.939,10 days 00:00:00.000000000,10,6096352.0,2
1992,33581,1,말모이,2019-01-09,1137,30.3,2167597280,18817171743,249109,2224568,2019-01-20,1,31.9,26.57,781045,1,4279,40.069,11 days 00:00:00.000000000,11,6096352.0,2
1993,33606,1,말모이,2019-01-09,1046,31.8,648894960,19466066703,82069,2306637,2019-01-21,1,11.0,27.37,747684,1,4038,41.293,12 days 00:00:00.000000000,12,6096352.0,2
1994,33627,1,말모이,2019-01-09,1081,31.6,592247980,20058314683,75518,2382155,2019-01-22,1,10.2,27.19,741291,1,4012,40.839,13 days 00:00:00.000000000,13,6096352.0,2
1995,33657,2,말모이,2019-01-09,807,22.3,367555780,20425870463,47177,2429332,2019-01-23,2,11.3,14.29,417406,2,2837,19.86,14 days 00:00:00.000000000,14,6096352.0,2
1996,33705,2,말모이,2019-01-09,827,22.1,313423900,20739294363,40419,2469751,2019-01-24,2,10.3,13.53,393926,2,2702,18.89,15 days 00:00:00.000000000,15,6096352.0,2
1997,33728,2,말모이,2019-01-09,826,21.8,329164678,21068459041,38664,2508415,2019-01-25,2,9.9,13.25,392291,2,2716,18.281,16 days 00:00:00.000000000,16,6096352.0,2
1998,33749,2,말모이,2019-01-09,810,19.5,691611042,21760070083,80123,2588538,2019-01-26,2,22.9,11.27,350278,2,2562,15.782,17 days 00:00:00.000000000,17,6096352.0,2
1999,33767,2,말모이,2019-01-09,783,18.8,591831080,22351901163,69004,2657542,2019-01-27,2,21.3,10.65,324666,2,2384,14.867,18 days 00:00:00.000000000,18,6096352.0,2
2000,33803,2,말모이,2019-01-09,760,20.3,185643950,22537545113,24255,2681797,2019-01-28,2,7.6,11.06,317453,2,2295,15.413,19 days 00:00:00.000000000,19,6096352.0,2
2001,33836,2,말모이,2019-01-09,783,20.3,188179030,22725724143,25202,2706999,2019-01-29,2,8.0,10.85,314370,2,2302,15.306,20 days 00:00:00.000000000,20,6096352.0,2
2002,33856,3,말모이,2019-01-09,391,10.6,121453510,22847177653,21211,2728210,2019-01-30,3,21.5,3.3,98453,3,818,5.553,21 days 00:00:00.000000000,21,6096352.0,2
2003,33879,4,말모이,2019-01-09,338,8.2,71817810,22918995463,9897,2738107,2019-01-31,4,12.3,2.65,80557,4,688,4.396,22 days 00:00:00.000000000,22,6096352.0,2
2004,33907,4,말모이,2019-01-09,318,7.9,83062122,23002057585,10617,2748724,2019-02-01,4,14.3,2.4,74333,4,645,4.042,23 days 00:00:00.000000000,23,6096352.0,2
2005,33953,4,말모이,2019-01-09,281,6.6,133440445,23135498030,16107,2764831,2019-02-02,4,26.3,1.87,61150,4,531,3.1210000000000004,24 days 00:00:00.000000000,24,6096352.0,2
2006,33963,4,말모이,2019-01-09,286,6.6,158192230,23293690260,18715,2783546,2019-02-03,4,30.9,1.86,60574,4,525,3.077,25 days 00:00:00.000000000,25,6096352.0,2
2007,33985,4,말모이,2019-01-09,281,6.7,164920690,23458610950,19166,2802712,2019-02-04,4,32.6,1.81,58860,4,511,2.998,26 days 00:00:00.000000000,26,6096352.0,2
2008,34021,4,말모이,2019-01-09,179,5.1,130901580,23589512530,14371,2817083,2019-02-05,4,39.1,1.15,36767,4,313,2.173,27 days 00:00:00.000000000,27,6096352.0,2
2009,34037,4,말모이,2019-01-09,177,5.1,107285750,23696798280,12231,2829314,2019-02-06,4,35.5,1.08,34462,4,286,2.073,28 days 00:00:00.000000000,28,6096352.0,2
2010,34044,4,말모이,2019-01-09,147,4.8,26956900,23723755180,3419,2832733,2019-02-07,4,11.4,0.99,29909,4,252,2.085,29 days 00:00:00.000000000,29,6096352.0,2
2011,34070,4,말모이,2019-01-09,151,4.9,32978800,23756733980,3895,2836628,2019-02-08,4,12.1,1.05,32123,4,260,2.117,30 days 00:00:00.000000000,30,6096352.0,2
2012,34117,4,말모이,2019-01-09,174,5.4,58823410,23815557390,6466,2843094,2019-02-09,4,18.9,1.09,34240,4,291,2.249,31 days 00:00:00.000000000,31,6096352.0,2
2013,34131,4,말모이,2019-01-09,175,5.4,51244980,23866802370,5642,2848736,2019-02-10,4,16.7,1.09,33783,4,287,2.26,32 days 00:00:00.000000000,32,6096352.0,2
2014,34156,4,말모이,2019-01-09,159,5.5,19484750,23886287120,2627,2851363,2019-02-11,4,8.1,1.12,32505,4,269,2.303,33 days 00:00:00.000000000,33,6096352.0,2
2015,34164,4,말모이,2019-01-09,160,5.3,19106200,23905393320,2550,2853913,2019-02-12,4,7.9,1.11,32464,4,264,2.25,34 days 00:00:00.000000000,34,6096352.0,2
2016,34196,7,말모이,2019-01-09,30,0.9,7324800,23912718120,1128,2855041,2019-02-13,7,24.8,0.16,4542,7,42,0.294,35 days 00:00:00.000000000,35,6096352.0,2
2017,34226,8,말모이,2019-01-09,10,0.4,2122100,23914840220,320,2855361,2019-02-14,8,25.1,0.04,1276,8,12,0.107,36 days 00:00:00.000000000,36,6096352.0,2
2018,34255,8,말모이,2019-01-09,8,0.3,1900300,23916740520,216,2855577,2019-02-15,8,20.3,0.04,1062,8,9,0.078,37 days 00:00:00.000000000,37,6096352.0,2
2019,34259,7,말모이,2019-01-09,10,0.3,3036900,23919777420,396,2855973,2019-02-16,6,24.2,0.05,1639,7,12,0.1,38 days 00:00:00.000000000,38,6096352.0,2
2020,34284,7,말모이,2019-01-09,8,0.3,1542800,23921320220,178,2856151,2019-02-17,7,17.5,0.03,1015,7,9,0.076,39 days 00:00:00.000000000,39,6096352.0,2
2021,34297,7,말모이,2019-01-09,17,0.6,2275600,23923595820,375,2856526,2019-02-18,6,12.8,0.1,2927,6,21,0.18600000000000005,40 days 00:00:00.000000000,40,6096352.0,2
2022,34317,6,말모이,2019-01-09,35,1.1,5938600,23929534420,1067,2857593,2019-02-19,7,23.8,0.15,4493,6,37,0.32299999999999995,41 days 00:00:00.000000000,41,6096352.0,2
2023,34341,7,말모이,2019-01-09,9,0.3,3779000,23933313420,526,2858119,2019-02-20,9,42.1,0.04,1251,8,9,0.068,42 days 00:00:00.000000000,42,6096352.0,2
2024,34364,6,말모이,2019-01-09,33,1.0,7217000,23940530420,1369,2859488,2019-02-21,6,33.6,0.14,4073,6,34,0.264,43 days 00:00:00.000000000,43,6096352.0,2
2025,34385,12,말모이,2019-01-09,5,0.2,1044300,23941574720,173,2859661,2019-02-22,12,28.9,0.02,598,12,5,0.038,44 days 00:00:00.000000000,44,6096352.0,2
2026,34401,6,말모이,2019-01-09,10,0.3,3030000,23944604720,432,2860093,2019-02-23,6,26.6,0.05,1622,7,10,0.07200000000000001,45 days 00:00:00.000000000,45,6096352.0,2
2027,34432,7,말모이,2019-01-09,5,0.1,4682000,23949286720,590,2860683,2019-02-24,8,64.8,0.03,910,9,5,0.037000000000000005,46 days 00:00:00.000000000,46,6096352.0,2
2028,34457,10,말모이,2019-01-09,7,0.2,1575300,23950862020,232,2860915,2019-02-25,11,23.9,0.03,972,11,7,0.054000000000000006,47 days 00:00:00.000000000,47,6096352.0,2
2029,34480,16,말모이,2019-01-09,3,0.1,169500,23951031520,32,2860947,2019-02-26,13,6.2,0.02,516,18,3,0.023,48 days 00:00:00.000000000,48,6096352.0,2
2030,34484,15,말모이,2019-01-09,3,0.1,220000,23951251520,44,2860991,2019-02-27,21,22.3,0.01,197,18,3,0.019,49 days 00:00:00.000000000,49,6096352.0,2
2031,34530,16,말모이,2019-01-09,1,0.0,482000,23951733520,49,2861040,2019-03-01,25,61.3,0.0,80,16,2,0.012,51 days 00:00:00.000000000,51,6096352.0,2
2032,34570,11,말모이,2019-01-09,3,0.1,2628000,23954361520,292,2861332,2019-03-03,14,81.3,0.01,359,13,3,0.019,53 days 00:00:00.000000000,53,6096352.0,2
2033,34643,16,말모이,2019-01-09,1,0.0,9000,23954370520,1,2861333,2019-03-06,25,2.5,0.0,40,23,1,0.016,56 days 00:00:00.000000000,56,6096352.0,2
2034,34739,17,말모이,2019-01-09,1,0.0,28000,23954398520,4,2861337,2019-03-10,24,10.0,0.0,40,24,1,0.017,60 days 00:00:00.000000000,60,6096352.0,2
2035,34777,15,말모이,2019-01-09,1,0.0,9000,23954407520,1,2861338,2019-03-12,25,2.5,0.0,40,22,1,0.017,62 days 00:00:00.000000000,62,6096352.0,2
2036,34837,19,말모이,2019-01-09,1,0.1,118000,23954525520,16,2861354,2019-03-14,24,40.0,0.0,40,23,1,0.031,64 days 00:00:00.000000000,64,6096352.0,2
2037,34865,18,말모이,2019-01-09,1,0.1,1181000,23955706520,183,2861537,2019-03-15,18,100.0,0.01,183,21,1,0.031,65 days 00:00:00.000000000,65,6096352.0,2
2038,34881,17,말모이,2019-01-09,2,0.1,2744000,23958450520,343,2861880,2019-03-16,16,100.0,0.01,343,17,2,0.057,66 days 00:00:00.000000000,66,6096352.0,2
2039,34915,17,말모이,2019-01-09,1,0.0,20000,23958470520,2,2861882,2019-03-17,26,5.0,0.0,40,24,1,0.029,67 days 00:00:00.000000000,67,6096352.0,2
2040,35002,13,말모이,2019-01-09,5,0.1,9092000,23967562520,1044,2862926,2019-03-20,12,98.2,0.04,1063,14,5,0.042,70 days 00:00:00.000000000,70,6096352.0,2
2041,35040,15,말모이,2019-01-09,1,0.0,1225000,23968787520,175,2863101,2019-03-22,16,100.0,0.01,175,19,1,0.008,72 days 00:00:00.000000000,72,6096352.0,2
2042,35105,15,말모이,2019-01-09,1,0.0,3060000,23971847520,306,2863407,2019-03-24,17,100.0,0.01,306,21,1,0.008,74 days 00:00:00.000000000,74,6096352.0,2
2043,35172,17,말모이,2019-01-09,2,0.1,3304000,23975151520,586,2863993,2019-03-27,17,100.0,0.02,586,18,3,0.04,77 days 00:00:00.000000000,77,6096352.0,2
2044,35262,19,말모이,2019-01-09,2,0.1,1530000,23976681520,255,2864248,2019-03-30,20,100.0,0.01,255,20,2,0.027000000000000003,80 days 00:00:00.000000000,80,6096352.0,2
2045,35373,20,말모이,2019-01-09,1,0.0,500000,23977181520,100,2864348,2019-04-03,27,86.2,0.0,116,23,1,0.013,84 days 00:00:00.000000000,84,6096352.0,2
2046,35676,24,말모이,2019-01-09,1,0.0,1500000,23978681520,225,2864573,2019-04-13,16,100.0,0.01,225,18,3,0.038,94 days 00:00:00.000000000,94,6096352.0,2
2047,35837,32,말모이,2019-01-09,1,0.0,1098000,23979779520,183,2864756,2019-04-18,24,100.0,0.01,183,33,1,0.012,99 days 00:00:00.000000000,99,6096352.0,2
2048,36604,18,말모이,2019-01-09,2,0.1,1062000,23980841520,177,2864933,2019-05-14,24,59.2,0.01,299,22,2,0.027000000000000003,125 days 00:00:00.000000000,125,6096352.0,2
2049,36844,20,말모이,2019-01-09,2,0.1,2220000,23983061520,390,2865323,2019-05-23,18,83.9,0.02,465,22,2,0.02,134 days 00:00:00.000000000,134,6096352.0,2
2050,37150,26,말모이,2019-01-09,1,0.0,360000,23983421520,60,2865383,2019-06-05,32,72.3,0.0,83,30,1,0.011,147 days 00:00:00.000000000,147,6096352.0,2
2051,37293,11,말모이,2019-01-09,6,0.3,3018000,23986439520,503,2865886,2019-06-11,14,78.0,0.02,645,13,6,0.077,153 days 00:00:00.000000000,153,6096352.0,2
2052,37790,18,말모이,2019-01-09,1,0.1,490000,23986929520,98,2865984,2019-07-04,18,57.0,0.01,172,20,1,0.058,176 days 00:00:00.000000000,176,6096352.0,2
2053,37896,22,말모이,2019-01-09,1,0.1,216000,23987145520,36,2866020,2019-07-10,26,100.0,0.0,36,25,1,0.021,182 days 00:00:00.000000000,182,6096352.0,2
2054,40048,37,말모이,2019-01-09,1,0.0,1200000,23988345520,240,2866260,2019-10-22,33,76.0,0.01,316,41,1,0.014,286 days 00:00:00.000000000,286,6096352.0,2
2055,40183,22,말모이,2019-01-09,1,0.1,485000,23988830520,97,2866357,2019-11-01,29,100.0,0.0,97,26,1,0.015,296 days 00:00:00.000000000,296,6096352.0,2
2056,40196,17,말모이,2019-01-09,1,0.1,768000,23989598520,96,2866453,2019-11-03,27,100.0,0.0,96,23,1,0.015,298 days 00:00:00.000000000,298,6096352.0,2
2057,33598,16,증인,2019-02-13,1,0.0,2096000,2096000,262,262,2019-01-20,18,100.0,0.01,262,21,1,0.009000000000000001,-24 days +00:00:00.000000000,-24,5438122.0,0
2058,33619,12,증인,2019-02-13,4,0.1,8694000,10790000,966,1228,2019-01-21,8,100.0,0.04,966,8,7,0.07200000000000001,-23 days +00:00:00.000000000,-23,5438122.0,0
2059,33639,9,증인,2019-02-13,7,0.2,14841000,25631000,1649,2877,2019-01-22,8,93.5,0.06,1764,11,7,0.071,-22 days +00:00:00.000000000,-22,5438122.0,0
2060,33667,13,증인,2019-02-13,4,0.1,9198000,34829000,1022,3899,2019-01-23,10,100.0,0.03,1022,14,4,0.028,-21 days +00:00:00.000000000,-21,5438122.0,0
2061,33697,15,증인,2019-02-13,4,0.1,9315000,44144000,1035,4934,2019-01-24,10,100.0,0.04,1035,16,4,0.028,-20 days +00:00:00.000000000,-20,5438122.0,0
2062,33815,8,증인,2019-02-13,20,0.5,45252000,89396000,5028,9962,2019-01-28,7,99.6,0.18,5046,8,20,0.134,-16 days +00:00:00.000000000,-16,5438122.0,0
2063,33834,14,증인,2019-02-13,10,0.3,17709000,107105000,1996,11958,2019-01-29,11,100.0,0.07,1996,14,10,0.066,-15 days +00:00:00.000000000,-15,5438122.0,0
2064,33875,7,증인,2019-02-13,46,1.1,57808400,164913400,5989,17947,2019-01-31,7,72.0,0.27,8323,7,46,0.294,-13 days +00:00:00.000000000,-13,5438122.0,0
2065,33915,18,증인,2019-02-13,1,0.0,3375000,168288400,315,18262,2019-02-01,16,70.0,0.01,450,21,1,0.006,-12 days +00:00:00.000000000,-12,5438122.0,0
2066,33947,10,증인,2019-02-13,14,0.3,31868480,200156880,3335,21597,2019-02-02,7,64.5,0.16,5167,9,18,0.106,-11 days +00:00:00.000000000,-11,5438122.0,0
2067,33968,10,증인,2019-02-13,14,0.3,27015000,227171880,2846,24443,2019-02-03,7,70.7,0.12,4025,9,17,0.1,-10 days +00:00:00.000000000,-10,5438122.0,0
2068,34053,7,증인,2019-02-13,10,0.3,23760000,250931880,2640,27083,2019-02-07,7,98.2,0.09,2688,7,12,0.099,-6 days +00:00:00.000000000,-6,5438122.0,0
2069,34102,7,증인,2019-02-13,15,0.5,32589580,283521460,3585,30668,2019-02-09,7,82.9,0.14,4324,7,16,0.124,-4 days +00:00:00.000000000,-4,5438122.0,0
2070,34135,7,증인,2019-02-13,14,0.4,29580200,313101660,3095,33763,2019-02-10,7,89.1,0.11,3474,7,15,0.118,-3 days +00:00:00.000000000,-3,5438122.0,0
2071,34179,6,증인,2019-02-13,25,0.8,17590600,330692260,2262,36025,2019-02-12,6,60.3,0.13,3752,6,25,0.213,-1 days +00:00:00.000000000,-1,5438122.0,0
2072,34199,2,증인,2019-02-13,884,26.2,633381650,964073910,81424,117449,2019-02-13,2,13.3,20.98,614520,2,3833,26.868,0 days 00:00:00.000000000,0,5438122.0,0
2073,34220,2,증인,2019-02-13,806,28.3,669567010,1633640920,85900,203349,2019-02-14,2,15.8,18.17,544844,2,3339,29.638,1 days 00:00:00.000000000,1,5438122.0,0
2074,34250,2,증인,2019-02-13,833,29.1,833499448,2467140368,98609,301958,2019-02-15,2,17.5,18.63,564813,2,3477,30.311,2 days 00:00:00.000000000,2,5438122.0,0
2075,34276,2,증인,2019-02-13,937,30.3,1778792893,4245933261,209875,511833,2019-02-16,2,35.5,18.83,590524,2,3710,30.919,3 days 00:00:00.000000000,3,5438122.0,0
2076,34280,2,증인,2019-02-13,993,31.6,1916911640,6162844901,225305,737138,2019-02-17,2,37.4,19.59,601949,2,3788,31.912,4 days 00:00:00.000000000,4,5438122.0,0
2077,34300,2,증인,2019-02-13,960,32.5,740659570,6903504471,94251,831389,2019-02-18,2,15.5,20.93,608438,2,3822,33.904,5 days 00:00:00.000000000,5,5438122.0,0
2078,34320,2,증인,2019-02-13,1047,33.9,808166340,7711670811,116432,947821,2019-02-19,2,18.2,21.92,639282,2,3981,34.793,6 days 00:00:00.000000000,6,5438122.0,0
2079,34349,3,증인,2019-02-13,830,26.1,623382450,8335053261,80798,1028619,2019-02-20,3,17.8,15.66,454827,3,3097,23.492,7 days 00:00:00.000000000,7,5438122.0,0
2080,34371,2,증인,2019-02-13,838,26.5,599461310,8934514571,77606,1106225,2019-02-21,3,16.6,16.21,467519,3,3142,24.36,8 days 00:00:00.000000000,8,5438122.0,0
2081,34396,2,증인,2019-02-13,916,27.8,754247650,9688762221,90479,1196704,2019-02-22,3,17.5,17.62,516548,3,3447,25.919,9 days 00:00:00.000000000,9,5438122.0,0
2082,34415,2,증인,2019-02-13,1046,30.9,1578803550,11267565771,187720,1384424,2019-02-23,2,31.0,19.95,605660,2,4008,28.847,10 days 00:00:00.000000000,10,5438122.0,0
2083,34430,2,증인,2019-02-13,1040,30.6,1483881540,12751447311,175832,1560256,2019-02-24,2,29.4,20.08,597475,2,3907,28.667,11 days 00:00:00.000000000,11,5438122.0,0
2084,34453,2,증인,2019-02-13,943,29.8,523073950,13274521261,67363,1627619,2019-02-25,2,11.7,20.32,576863,2,3741,28.682,12 days 00:00:00.000000000,12,5438122.0,0
2085,34465,2,증인,2019-02-13,953,29.8,521417400,13795938661,67934,1695553,2019-02-26,2,11.8,20.34,578023,2,3739,28.815,13 days 00:00:00.000000000,13,5438122.0,0
2086,34494,2,증인,2019-02-13,815,18.1,797764350,14593703011,138913,1834466,2019-02-27,2,28.2,16.53,491994,2,2909,18.138,14 days 00:00:00.000000000,14,5438122.0,0
2087,34521,2,증인,2019-02-13,850,19.0,621291850,15214994861,81279,1915745,2019-02-28,2,15.5,17.32,524384,2,3117,19.078,15 days 00:00:00.000000000,15,5438122.0,0
2088,34529,2,증인,2019-02-13,963,19.7,1272099600,16487094461,148186,2063931,2019-03-01,3,26.1,17.86,567018,3,3446,20.435,16 days 00:00:00.000000000,16,5438122.0,0
2089,34561,2,증인,2019-02-13,974,19.6,1108468290,17595562751,127417,2191348,2019-03-02,3,22.2,18.25,574511,3,3449,20.68,17 days 00:00:00.000000000,17,5438122.0,0
2090,34576,2,증인,2019-02-13,957,19.8,844511080,18440073831,97042,2288390,2019-03-03,3,17.4,18.28,558901,3,3355,20.78,18 days 00:00:00.000000000,18,5438122.0,0
2091,34614,2,증인,2019-02-13,843,20.1,219982460,18660056291,27595,2315985,2019-03-04,3,5.5,18.28,500020,3,3005,20.593000000000004,19 days 00:00:00.000000000,19,5438122.0,0
2092,34637,3,증인,2019-02-13,826,19.6,194195930,18854252221,24411,2340396,2019-03-05,3,5.0,18.15,488713,3,2945,20.439,20 days 00:00:00.000000000,20,5438122.0,0
2093,34655,2,증인,2019-02-13,560,23.1,120170330,18974422551,15115,2355511,2019-03-06,2,7.9,6.72,190754,2,1607,25.782,21 days 00:00:00.000000000,21,5438122.0,0
2094,34671,2,증인,2019-02-13,556,22.4,112647440,19087069991,14173,2369684,2019-03-07,2,7.7,6.49,183019,2,1538,25.745,22 days 00:00:00.000000000,22,5438122.0,0
2095,34684,2,증인,2019-02-13,564,22.2,142223710,19229293701,16076,2385760,2019-03-08,2,8.8,6.39,183790,2,1528,24.967,23 days 00:00:00.000000000,23,5438122.0,0
2096,34725,3,증인,2019-02-13,555,21.9,316917960,19546211661,35898,2421658,2019-03-09,2,21.3,5.6,168324,2,1420,24.441,24 days 00:00:00.000000000,24,5438122.0,0
2097,34731,2,증인,2019-02-13,573,22.9,313047340,19859259001,35633,2457291,2019-03-10,2,21.1,5.73,168806,2,1412,24.69,25 days 00:00:00.000000000,25,5438122.0,0
2098,34772,3,증인,2019-02-13,528,21.6,84851170,19944110171,10735,2468026,2019-03-11,2,6.3,6.32,170858,2,1420,24.538,26 days 00:00:00.000000000,26,5438122.0,0
2099,34788,3,증인,2019-02-13,536,21.5,82795810,20026905981,10600,2478626,2019-03-12,2,6.4,6.19,165471,2,1385,24.116,27 days 00:00:00.000000000,27,5438122.0,0
2100,34817,2,증인,2019-02-13,527,22.4,68515820,20095421801,8705,2487331,2019-03-13,2,6.1,5.29,142950,2,1184,24.026,28 days 00:00:00.000000000,28,5438122.0,0
2101,34849,2,증인,2019-02-13,371,20.0,40310990,20135732791,5294,2492625,2019-03-14,2,6.7,2.82,78500,2,656,20.36,29 days 00:00:00.000000000,29,5438122.0,0
2102,34854,2,증인,2019-02-13,368,20.1,51260690,20186993481,5926,2498551,2019-03-15,2,7.3,2.84,81426,2,683,21.028,30 days 00:00:00.000000000,30,5438122.0,0
2103,34902,2,증인,2019-02-13,379,16.7,97622220,20284615701,11229,2509780,2019-03-16,2,14.6,2.53,76779,2,643,18.257,31 days 00:00:00.000000000,31,5438122.0,0
2104,34926,3,증인,2019-02-13,369,16.7,81054020,20365669721,9370,2519150,2019-03-17,2,12.6,2.51,74354,2,620,18.171,32 days 00:00:00.000000000,32,5438122.0,0
