,Unnamed: 0,스크린점유율순위,영화명,개봉일,스크린수,스크린점유율,매출액,누적매출액,관객수,누적관객수,점유율집계일,좌석판매점유율순위,좌석판매율,좌석점유율,좌석수,순위,상영횟수,상영점유율,개봉n일차,개봉n일차(int),총공급좌석수,F-rated
0,222,14,조선명탐정 : 사라진 놉의 딸,2015-02-11,4,0.2,6083000,6083000,869,869,2015-02-02,12,100.0,0.04,869,15,4,0.047,-9 days +00:00:00.000000000,-9,5203321.0,1
1,225,10,조선명탐정 : 사라진 놉의 딸,2015-02-11,9,0.4,18225000,24308000,2025,2894,2015-02-03,10,100.0,0.09,2025,10,9,0.109,-8 days +00:00:00.000000000,-8,5203321.0,1
2,243,9,조선명탐정 : 사라진 놉의 딸,2015-02-11,14,0.6,23160000,47468000,2895,5789,2015-02-04,9,97.4,0.13,2972,9,14,0.16899999999999998,-7 days +00:00:00.000000000,-7,5203321.0,1
3,256,13,조선명탐정 : 사라진 놉의 딸,2015-02-11,7,0.3,16891000,64359000,2413,8202,2015-02-05,11,99.5,0.1,2425,13,7,0.084,-6 days +00:00:00.000000000,-6,5203321.0,1
4,326,1,조선명탐정 : 사라진 놉의 딸,2015-02-11,740,34.1,853823300,918182300,113443,121645,2015-02-11,1,14.9,32.28,762037,1,3670,46.036,0 days 00:00:00.000000000,0,5203321.0,1
5,341,1,조선명탐정 : 사라진 놉의 딸,2015-02-11,766,36.4,825063900,1743246200,110284,231929,2015-02-12,1,14.3,32.18,771903,1,3741,49.32100000000001,1 days 00:00:00.000000000,1,5203321.0,1
6,350,1,조선명탐정 : 사라진 놉의 딸,2015-02-11,769,36.2,1097163581,2840409781,137631,369560,2015-02-13,1,17.2,32.54,802301,1,3889,49.712,2 days 00:00:00.000000000,2,5203321.0,1
7,355,1,조선명탐정 : 사라진 놉의 딸,2015-02-11,811,35.7,2604862268,5445272049,322022,691582,2015-02-14,1,37.9,32.47,850010,1,4111,50.64100000000001,3 days 00:00:00.000000000,3,5203321.0,1
8,378,1,조선명탐정 : 사라진 놉의 딸,2015-02-11,810,36.2,2147212100,7592484149,269925,961507,2015-02-15,1,32.6,32.38,828623,1,3985,50.842,4 days 00:00:00.000000000,4,5203321.0,1
9,386,1,조선명탐정 : 사라진 놉의 딸,2015-02-11,751,36.5,728943900,8321428049,97742,1059249,2015-02-16,1,12.6,32.25,778462,1,3727,50.0,5 days 00:00:00.000000000,5,5203321.0,1
10,403,1,조선명탐정 : 사라진 놉의 딸,2015-02-11,746,37.9,1120622200,9442050249,148087,1207336,2015-02-17,1,18.7,31.5,793595,1,3812,52.645,6 days 00:00:00.000000000,6,5203321.0,1
11,405,1,조선명탐정 : 사라진 놉의 딸,2015-02-11,804,41.6,2407918800,11849969049,296713,1504049,2015-02-18,1,33.7,33.0,879892,1,4183,59.843,7 days 00:00:00.000000000,7,5203321.0,1
12,423,1,조선명탐정 : 사라진 놉의 딸,2015-02-11,825,38.8,3644633700,15494602749,441844,1945893,2015-02-19,1,50.2,33.37,880052,1,4184,56.979,8 days 00:00:00.000000000,8,5203321.0,1
13,437,1,조선명탐정 : 사라진 놉의 딸,2015-02-11,813,34.9,3972232188,19466834937,497065,2442958,2015-02-20,1,57.1,32.02,871153,1,4167,53.444,9 days 00:00:00.000000000,9,5203321.0,1
14,441,1,조선명탐정 : 사라진 놉의 딸,2015-02-11,817,35.1,3383603091,22850438028,425279,2868237,2015-02-21,1,49.5,31.66,859910,1,4136,52.782,10 days 00:00:00.000000000,10,5203321.0,1
15,451,1,조선명탐정 : 사라진 놉의 딸,2015-02-11,804,36.5,2237192500,25087630528,283431,3151668,2015-02-22,1,34.8,31.31,815260,1,3921,53.573,11 days 00:00:00.000000000,11,5203321.0,1
16,471,1,조선명탐정 : 사라진 놉의 딸,2015-02-11,706,41.1,532721300,25620351828,72837,3224505,2015-02-23,1,10.2,29.83,713989,1,3477,56.592,12 days 00:00:00.000000000,12,5203321.0,1
17,478,1,조선명탐정 : 사라진 놉의 딸,2015-02-11,720,40.5,479962500,26100314328,66290,3290795,2015-02-24,1,9.4,29.43,704441,1,3441,56.225,13 days 00:00:00.000000000,13,5203321.0,1
18,494,1,조선명탐정 : 사라진 놉의 딸,2015-02-11,666,40.2,452136500,26552450828,70091,3360886,2015-02-25,1,12.0,24.15,582540,1,2883,56.774,14 days 00:00:00.000000000,14,5203321.0,1
19,501,1,조선명탐정 : 사라진 놉의 딸,2015-02-11,472,40.8,358879000,26911329828,49726,3410612,2015-02-26,1,12.1,16.76,411031,1,2128,62.996,15 days 00:00:00.000000000,15,5203321.0,1
20,514,1,조선명탐정 : 사라진 놉의 딸,2015-02-11,479,42.4,429177500,27340507328,56335,3466947,2015-02-27,1,13.3,16.87,423164,1,2192,64.528,16 days 00:00:00.000000000,16,5203321.0,1
21,534,1,조선명탐정 : 사라진 놉의 딸,2015-02-11,502,43.0,910341400,28250848728,116719,3583666,2015-02-28,1,27.4,16.31,426387,1,2228,65.742,17 days 00:00:00.000000000,17,5203321.0,1
22,539,1,조선명탐정 : 사라진 놉의 딸,2015-02-11,503,43.4,750487500,29001336228,94690,3678356,2015-03-01,1,23.2,16.09,407499,1,2132,65.479,18 days 00:00:00.000000000,18,5203321.0,1
23,556,1,조선명탐정 : 사라진 놉의 딸,2015-02-11,447,41.6,170882500,29172218728,23392,3701748,2015-03-02,1,6.7,15.42,350960,1,1908,62.272,19 days 00:00:00.000000000,19,5203321.0,1
24,563,1,조선명탐정 : 사라진 놉의 딸,2015-02-11,444,42.1,159864400,29332083128,21998,3723746,2015-03-03,1,6.2,15.63,352802,1,1902,63.043,20 days 00:00:00.000000000,20,5203321.0,1
25,585,1,조선명탐정 : 사라진 놉의 딸,2015-02-11,432,40.4,131698200,29463781328,17866,3741612,2015-03-04,1,5.2,15.42,343779,1,1865,61.714,21 days 00:00:00.000000000,21,5203321.0,1
26,596,3,조선명탐정 : 사라진 놉의 딸,2015-02-11,356,23.5,71966600,29535747928,9960,3751572,2015-03-05,3,6.2,6.79,160802,3,1097,18.332,22 days 00:00:00.000000000,22,5203321.0,1
27,609,3,조선명탐정 : 사라진 놉의 딸,2015-02-11,362,23.5,99762300,29635510228,12796,3764368,2015-03-06,3,7.7,6.84,167074,3,1149,18.583,23 days 00:00:00.000000000,23,5203321.0,1
28,634,3,조선명탐정 : 사라진 놉의 딸,2015-02-11,397,24.0,288680800,29924191028,36759,3801127,2015-03-07,3,22.3,6.37,164959,3,1150,17.938,24 days 00:00:00.000000000,24,5203321.0,1
29,643,3,조선명탐정 : 사라진 놉의 딸,2015-02-11,389,23.9,248475300,30172666328,31771,3832898,2015-03-08,3,20.2,6.25,157338,3,1091,17.762999999999995,25 days 00:00:00.000000000,25,5203321.0,1
30,654,3,조선명탐정 : 사라진 놉의 딸,2015-02-11,334,22.2,53472400,30226138728,7289,3840187,2015-03-09,3,5.4,5.97,135587,3,953,16.680999999999994,26 days 00:00:00.000000000,26,5203321.0,1
31,680,3,조선명탐정 : 사라진 놉의 딸,2015-02-11,332,21.5,52439500,30278578228,7171,3847358,2015-03-10,3,5.3,6.03,136221,3,960,16.83,27 days 00:00:00.000000000,27,5203321.0,1
32,685,3,조선명탐정 : 사라진 놉의 딸,2015-02-11,339,22.1,56813100,30335391328,8062,3855420,2015-03-11,3,5.8,6.05,138012,3,973,17.079,28 days 00:00:00.000000000,28,5203321.0,1
33,700,5,조선명탐정 : 사라진 놉의 딸,2015-02-11,141,8.1,9510200,30344901528,1344,3856764,2015-03-12,5,5.0,1.13,27132,5,211,3.386,29 days 00:00:00.000000000,29,5203321.0,1
34,715,5,조선명탐정 : 사라진 놉의 딸,2015-02-11,134,7.7,12244500,30357146028,1639,3858403,2015-03-13,5,6.0,1.11,27561,5,215,3.3560000000000003,30 days 00:00:00.000000000,30,5203321.0,1
35,736,5,조선명탐정 : 사라진 놉의 딸,2015-02-11,146,7.7,35589800,30392735828,4675,3863078,2015-03-14,5,17.3,1.02,26982,5,208,3.087,31 days 00:00:00.000000000,31,5203321.0,1
36,740,5,조선명탐정 : 사라진 놉의 딸,2015-02-11,140,7.6,31876800,30424612628,4131,3867209,2015-03-15,5,16.8,0.96,24614,5,194,3.04,32 days 00:00:00.000000000,32,5203321.0,1
37,760,5,조선명탐정 : 사라진 놉의 딸,2015-02-11,123,7.2,9710400,30434323028,1465,3868674,2015-03-16,5,6.2,1.01,23610,5,176,2.957,33 days 00:00:00.000000000,33,5203321.0,1
38,781,5,조선명탐정 : 사라진 놉의 딸,2015-02-11,120,6.6,6839400,30441162428,964,3869638,2015-03-17,5,4.5,0.93,21606,5,166,2.7880000000000003,34 days 00:00:00.000000000,34,5203321.0,1
39,787,5,조선명탐정 : 사라진 놉의 딸,2015-02-11,123,7.2,8677000,30449839428,1222,3870860,2015-03-18,5,5.1,1.03,24171,5,182,3.082,35 days 00:00:00.000000000,35,5203321.0,1
40,802,8,조선명탐정 : 사라진 놉의 딸,2015-02-11,6,0.5,422000,30450261428,68,3870928,2015-03-19,9,6.1,0.05,1112,8,9,0.243,36 days 00:00:00.000000000,36,5203321.0,1
41,821,8,조선명탐정 : 사라진 놉의 딸,2015-02-11,9,0.8,710000,30450971428,120,3871048,2015-03-20,8,7.4,0.07,1621,8,11,0.292,37 days 00:00:00.000000000,37,5203321.0,1
42,829,8,조선명탐정 : 사라진 놉의 딸,2015-02-11,6,0.5,1348000,30452319428,218,3871266,2015-03-21,8,23.0,0.04,946,8,9,0.241,38 days 00:00:00.000000000,38,5203321.0,1
43,839,8,조선명탐정 : 사라진 놉의 딸,2015-02-11,5,0.5,420000,30452739428,57,3871323,2015-03-22,10,6.6,0.03,861,8,8,0.227,39 days 00:00:00.000000000,39,5203321.0,1
44,853,11,조선명탐정 : 사라진 놉의 딸,2015-02-11,3,0.3,126000,30452865428,18,3871341,2015-03-23,13,3.6,0.02,498,9,5,0.152,40 days 00:00:00.000000000,40,5203321.0,1
45,867,9,조선명탐정 : 사라진 놉의 딸,2015-02-11,6,0.5,674000,30453539428,144,3871485,2015-03-24,10,13.8,0.05,1043,9,9,0.275,41 days 00:00:00.000000000,41,5203321.0,1
46,885,10,조선명탐정 : 사라진 놉의 딸,2015-02-11,4,0.3,2770000,30456309428,435,3871920,2015-03-25,13,66.3,0.03,656,12,4,0.07200000000000001,42 days 00:00:00.000000000,42,5203321.0,1
47,905,14,조선명탐정 : 사라진 놉의 딸,2015-02-11,1,0.1,570000,30456879428,95,3872015,2015-03-27,29,101.1,0.0,94,17,1,0.017,44 days 00:00:00.000000000,44,5203321.0,1
48,1474,19,조선명탐정 : 사라진 놉의 딸,2015-02-11,1,0.1,0,30456879428,0,3872015,2015-05-09,19,0.0,0.01,306,20,1,0.018000000000000002,87 days 00:00:00.000000000,87,5203321.0,1
49,1495,17,조선명탐정 : 사라진 놉의 딸,2015-02-11,1,0.1,0,30456879428,0,3872015,2015-05-10,15,0.0,0.02,389,18,1,0.019,88 days 00:00:00.000000000,88,5203321.0,1
50,588,18,스물,2015-03-25,1,0.1,1464000,1464000,183,183,2015-03-04,14,100.0,0.01,183,19,1,0.033,-21 days +00:00:00.000000000,-21,6029770.0,0
51,666,15,스물,2015-03-25,1,0.1,1956000,3420000,326,509,2015-03-09,15,100.0,0.01,326,22,1,0.018000000000000002,-16 days +00:00:00.000000000,-16,6029770.0,0
52,708,7,스물,2015-03-25,22,1.3,34636000,38056000,4238,4747,2015-03-12,7,100.0,0.18,4238,7,22,0.353,-13 days +00:00:00.000000000,-13,6029770.0,0
53,722,7,스물,2015-03-25,26,1.5,44877000,82933000,5295,10042,2015-03-13,6,98.9,0.22,5353,7,26,0.406,-12 days +00:00:00.000000000,-12,6029770.0,0
54,737,9,스물,2015-03-25,3,0.2,6246000,89179000,694,10736,2015-03-14,7,92.9,0.03,747,9,3,0.045,-11 days +00:00:00.000000000,-11,6029770.0,0
55,755,7,스물,2015-03-25,17,1.0,1464000,90643000,183,10919,2015-03-16,7,5.3,0.15,3447,7,17,0.28600000000000003,-9 days +00:00:00.000000000,-9,6029770.0,0
56,782,6,스물,2015-03-25,58,3.2,2040000,92683000,255,11174,2015-03-17,6,2.8,0.4,9245,6,58,0.974,-8 days +00:00:00.000000000,-8,6029770.0,0
57,789,7,스물,2015-03-25,12,0.7,27958000,120641000,3551,14725,2015-03-18,7,99.7,0.15,3563,7,12,0.203,-7 days +00:00:00.000000000,-7,6029770.0,0
58,818,10,스물,2015-03-25,3,0.3,5598000,126239000,622,15347,2015-03-20,9,100.0,0.03,622,11,3,0.08,-5 days +00:00:00.000000000,-5,6029770.0,0
59,858,8,스물,2015-03-25,5,0.5,8312000,134551000,1039,16386,2015-03-23,10,100.0,0.04,1039,9,5,0.152,-2 days +00:00:00.000000000,-2,6029770.0,0
60,865,8,스물,2015-03-25,19,1.7,22258500,156809500,2115,18501,2015-03-24,7,47.0,0.2,4500,8,19,0.58,-1 days +00:00:00.000000000,-1,6029770.0,0
61,877,1,스물,2015-03-25,786,55.0,981625100,1138434600,151161,169662,2015-03-25,1,17.6,36.27,860168,1,4212,76.18,0 days 00:00:00.000000000,0,6029770.0,0
62,895,1,스물,2015-03-25,829,59.5,860554400,1998989000,114294,283956,2015-03-26,1,12.6,38.39,904696,1,4500,81.11,1 days 00:00:00.000000000,1,6029770.0,0
63,904,1,스물,2015-03-25,831,58.4,1268802316,3267791316,160114,444070,2015-03-27,1,17.1,38.56,936813,1,4667,81.137,2 days 00:00:00.000000000,2,6029770.0,0
64,922,1,스물,2015-03-25,926,62.8,2826752303,6094543619,358084,802154,2015-03-28,1,34.7,40.04,1032402,1,5165,83.28,3 days 00:00:00.000000000,3,6029770.0,0
65,936,1,스물,2015-03-25,910,62.0,2652125100,8746668719,334969,1137123,2015-03-29,1,33.5,39.89,1000689,1,5011,83.212,4 days 00:00:00.000000000,4,6029770.0,0
66,952,1,스물,2015-03-25,840,60.5,809086100,9555754819,107313,1244436,2015-03-30,1,12.0,38.71,893897,1,4572,82.334,5 days 00:00:00.000000000,5,6029770.0,0
67,966,1,스물,2015-03-25,857,58.3,805211100,10360965919,107402,1351838,2015-03-31,1,11.9,38.74,900918,1,4614,81.333,6 days 00:00:00.000000000,6,6029770.0,0
68,979,1,스물,2015-03-25,736,69.2,922388300,11283354219,123777,1475615,2015-04-01,1,18.7,29.24,663750,1,3860,88.16799999999998,7 days 00:00:00.000000000,7,6029770.0,0
69,986,1,스물,2015-03-25,729,66.6,618857300,11902211519,81943,1557558,2015-04-02,1,12.7,28.29,644683,1,3740,84.635,8 days 00:00:00.000000000,8,6029770.0,0
70,1001,1,스물,2015-03-25,760,67.9,1024870928,12927082447,128837,1686395,2015-04-03,1,19.4,28.23,665396,1,3880,84.53200000000002,9 days 00:00:00.000000000,9,6029770.0,0
71,1008,1,스물,2015-03-25,786,70.0,2191462613,15118545060,277145,1963540,2015-04-04,1,38.3,29.15,723877,1,4155,86.221,10 days 00:00:00.000000000,10,6029770.0,0
72,1019,1,스물,2015-03-25,791,69.8,1894169900,17012714960,238630,2202170,2015-04-05,1,33.7,29.34,707859,1,4055,86.11200000000002,11 days 00:00:00.000000000,11,6029770.0,0
73,1036,1,스물,2015-03-25,729,69.0,489133300,17501848260,64877,2267047,2015-04-06,1,10.4,27.99,625005,1,3735,85.685,12 days 00:00:00.000000000,12,6029770.0,0
74,1048,1,스물,2015-03-25,731,68.7,417011000,17918859260,55648,2322695,2015-04-07,1,9.0,28.05,621533,1,3710,85.681,13 days 00:00:00.000000000,13,6029770.0,0
75,1066,1,스물,2015-03-25,708,72.7,384916700,18303775960,51091,2373786,2015-04-08,1,8.6,27.1,597821,1,3570,88.52,14 days 00:00:00.000000000,14,6029770.0,0
76,1077,1,스물,2015-03-25,661,38.9,353321100,18657097060,47346,2421132,2015-04-09,2,10.2,19.85,465512,2,2895,38.89,15 days 00:00:00.000000000,15,6029770.0,0
77,1088,1,스물,2015-03-25,658,38.8,511320200,19168417260,64981,2486113,2015-04-10,2,14.3,19.06,455435,2,2876,37.942,16 days 00:00:00.000000000,16,6029770.0,0
78,1095,2,스물,2015-03-25,651,37.6,1006056600,20174473860,126580,2612693,2015-04-11,2,25.9,19.32,488076,2,3034,38.02,17 days 00:00:00.000000000,17,6029770.0,0
79,1109,2,스물,2015-03-25,637,37.8,820866500,20995340360,102143,2714836,2015-04-12,2,21.9,19.04,465688,2,2914,38.092,18 days 00:00:00.000000000,18,6029770.0,0
80,1116,2,스물,2015-03-25,551,35.5,221973500,21217313860,29077,2743913,2015-04-13,2,7.4,17.66,393148,2,2545,36.682,19 days 00:00:00.000000000,19,6029770.0,0
81,1137,2,스물,2015-03-25,547,34.4,201782700,21419096560,26604,2770517,2015-04-14,2,6.9,17.38,388433,2,2511,36.104,20 days 00:00:00.000000000,20,6029770.0,0
82,1148,2,스물,2015-03-25,541,34.1,185364700,21604461260,24467,2794984,2015-04-15,2,6.5,17.03,377297,2,2435,35.851,21 days 00:00:00.000000000,21,6029770.0,0
83,1154,2,스물,2015-03-25,479,31.5,166616800,21771078060,22089,2817073,2015-04-16,2,6.8,14.5,325645,2,2164,36.236,22 days 00:00:00.000000000,22,6029770.0,0
84,1170,2,스물,2015-03-25,497,31.9,250173266,22021251326,31770,2848843,2015-04-17,2,9.3,14.74,341166,2,2287,37.018,23 days 00:00:00.000000000,23,6029770.0,0
85,1185,2,스물,2015-03-25,520,32.9,491011360,22512262686,60636,2909479,2015-04-18,2,16.2,15.18,373605,2,2445,37.598,24 days 00:00:00.000000000,24,6029770.0,0
86,1200,2,스물,2015-03-25,517,32.9,451945400,22964208086,55018,2964497,2015-04-19,2,15.2,15.1,361370,2,2362,37.522,25 days 00:00:00.000000000,25,6029770.0,0
87,1207,2,스물,2015-03-25,478,31.8,127535200,23091743286,16946,2981443,2015-04-20,2,5.5,14.04,309317,2,2080,36.017,26 days 00:00:00.000000000,26,6029770.0,0
88,1229,2,스물,2015-03-25,484,32.2,110178300,23201921586,14731,2996174,2015-04-21,2,5.0,13.68,294386,2,1991,35.624,27 days 00:00:00.000000000,27,6029770.0,0
89,1240,2,스물,2015-03-25,476,31.9,113853100,23315774686,15078,3011252,2015-04-22,2,5.1,13.74,294768,2,1984,35.639,28 days 00:00:00.000000000,28,6029770.0,0
90,1256,3,스물,2015-03-25,175,18.8,24195600,23339970286,3245,3014497,2015-04-23,3,8.8,1.66,36853,3,317,14.675999999999998,29 days 00:00:00.000000000,29,6029770.0,0
91,1261,3,스물,2015-03-25,177,19.4,42464700,23382434986,5543,3020040,2015-04-24,3,15.1,1.6,36660,3,310,14.136,30 days 00:00:00.000000000,30,6029770.0,0
92,1276,3,스물,2015-03-25,144,16.3,48892900,23431327886,6211,3026251,2015-04-25,3,22.4,1.16,27748,3,235,12.355,31 days 00:00:00.000000000,31,6029770.0,0
93,1291,3,스물,2015-03-25,148,17.4,41256300,23472584186,5215,3031466,2015-04-26,3,19.8,1.13,26296,3,223,12.133,32 days 00:00:00.000000000,32,6029770.0,0
94,1302,3,스물,2015-03-25,166,18.4,17949000,23490533186,2440,3033906,2015-04-27,3,7.3,1.53,33350,3,287,13.602,33 days 00:00:00.000000000,33,6029770.0,0
95,1314,3,스물,2015-03-25,168,17.6,24316000,23514849186,3357,3037263,2015-04-28,3,9.7,1.59,34785,3,295,13.47,34 days 00:00:00.000000000,34,6029770.0,0
96,1331,5,스물,2015-03-25,63,4.5,9756700,23524605886,1445,3038708,2015-04-29,5,14.0,0.46,10329,5,88,2.221,35 days 00:00:00.000000000,35,6029770.0,0
97,1355,6,스물,2015-03-25,16,1.2,3778500,23528384386,723,3039431,2015-04-30,6,31.9,0.1,2264,6,19,0.425,36 days 00:00:00.000000000,36,6029770.0,0
98,1361,7,스물,2015-03-25,13,0.9,3693500,23532077886,507,3039938,2015-05-01,7,33.6,0.06,1507,7,15,0.335,37 days 00:00:00.000000000,37,6029770.0,0
99,1374,6,스물,2015-03-25,13,0.9,4369800,23536447686,622,3040560,2015-05-02,7,36.6,0.07,1701,6,18,0.399,38 days 00:00:00.000000000,38,6029770.0,0
100,1385,6,스물,2015-03-25,12,0.8,3631000,23540078686,487,3041047,2015-05-03,6,30.0,0.07,1625,7,16,0.358,39 days 00:00:00.000000000,39,6029770.0,0
101,1395,6,스물,2015-03-25,18,1.2,4406500,23544485186,749,3041796,2015-05-04,6,31.0,0.1,2415,6,21,0.458,40 days 00:00:00.000000000,40,6029770.0,0
102,1411,7,스물,2015-03-25,11,0.7,3207000,23547692186,442,3042238,2015-05-05,7,25.5,0.07,1736,7,15,0.341,41 days 00:00:00.000000000,41,6029770.0,0
103,1427,6,스물,2015-03-25,20,1.4,1413000,23549105186,261,3042499,2015-05-06,6,8.4,0.14,3096,7,23,0.499,42 days 00:00:00.000000000,42,6029770.0,0
104,1439,10,스물,2015-03-25,12,0.7,788000,23549893186,138,3042637,2015-05-07,9,7.1,0.09,1955,10,14,0.274,43 days 00:00:00.000000000,43,6029770.0,0
105,1455,8,스물,2015-03-25,13,0.8,597000,23550490186,94,3042731,2015-05-08,8,4.8,0.08,1977,8,14,0.264,44 days 00:00:00.000000000,44,6029770.0,0
106,1473,8,스물,2015-03-25,11,0.6,803500,23551293686,129,3042860,2015-05-09,8,7.1,0.07,1817,9,13,0.235,45 days 00:00:00.000000000,45,6029770.0,0
107,1497,8,스물,2015-03-25,12,0.7,737000,23552030686,122,3042982,2015-05-10,8,5.6,0.09,2191,8,13,0.241,46 days 00:00:00.000000000,46,6029770.0,0
108,1508,7,스물,2015-03-25,11,0.7,403000,23552433686,67,3043049,2015-05-11,10,3.6,0.08,1856,9,12,0.231,47 days 00:00:00.000000000,47,6029770.0,0
109,1519,9,스물,2015-03-25,13,0.8,1210000,23553643686,233,3043282,2015-05-12,9,9.8,0.11,2376,9,15,0.28600000000000003,48 days 00:00:00.000000000,48,6029770.0,0
110,1535,10,스물,2015-03-25,10,0.6,393000,23554036686,67,3043349,2015-05-13,10,4.0,0.08,1666,10,12,0.226,49 days 00:00:00.000000000,49,6029770.0,0
111,1557,10,스물,2015-03-25,6,0.4,277000,23554313686,51,3043400,2015-05-14,11,7.4,0.03,690,10,6,0.1,50 days 00:00:00.000000000,50,6029770.0,0
112,1569,9,스물,2015-03-25,6,0.4,342000,23554655686,62,3043462,2015-05-15,9,9.0,0.03,690,10,6,0.096,51 days 00:00:00.000000000,51,6029770.0,0
113,1591,10,스물,2015-03-25,6,0.3,343000,23554998686,61,3043523,2015-05-16,10,8.8,0.03,690,10,6,0.08800000000000001,52 days 00:00:00.000000000,52,6029770.0,0
114,1604,9,스물,2015-03-25,6,0.4,273000,23555271686,51,3043574,2015-05-17,8,7.4,0.03,690,10,6,0.091,53 days 00:00:00.000000000,53,6029770.0,0
115,1631,10,스물,2015-03-25,5,0.3,231000,23555502686,45,3043619,2015-05-18,11,6.8,0.03,666,12,5,0.081,54 days 00:00:00.000000000,54,6029770.0,0
116,1633,8,스물,2015-03-25,6,0.4,245000,23555747686,47,3043666,2015-05-19,10,6.8,0.03,690,8,6,0.098,55 days 00:00:00.000000000,55,6029770.0,0
117,1661,11,스물,2015-03-25,3,0.2,98000,23555845686,19,3043685,2015-05-20,16,8.3,0.01,228,14,3,0.049,56 days 00:00:00.000000000,56,6029770.0,0
118,1748,18,스물,2015-03-25,1,0.1,1624000,23557469686,232,3043917,2015-05-26,19,100.0,0.01,232,21,1,0.017,62 days 00:00:00.000000000,62,6029770.0,0
119,1933,12,스물,2015-03-25,1,0.1,1519000,23558988686,217,3044134,2015-06-05,11,100.0,0.01,217,13,1,0.023,72 days 00:00:00.000000000,72,6029770.0,0
120,4982,17,스물,2015-03-25,1,0.1,0,23558988686,0,3044134,2015-11-15,33,0.0,0.0,85,21,1,0.014,235 days 00:00:00.000000000,235,6029770.0,0
121,5119,22,스물,2015-03-25,1,0.1,0,23558988686,0,3044134,2015-11-19,27,0.0,0.0,85,24,1,0.012,239 days 00:00:00.000000000,239,6029770.0,0
122,5287,21,스물,2015-03-25,2,0.1,1450000,23560438686,221,3044355,2015-11-26,24,100.0,0.01,221,23,2,0.018000000000000002,246 days 00:00:00.000000000,246,6029770.0,0
123,5447,24,스물,2015-03-25,1,0.0,65000,23560503686,11,3044366,2015-12-01,38,11.2,0.0,98,28,1,0.009000000000000001,251 days 00:00:00.000000000,251,6029770.0,0
124,5502,26,스물,2015-03-25,1,0.0,18000,23560521686,3,3044369,2015-12-02,44,3.1,0.0,98,33,1,0.009000000000000001,252 days 00:00:00.000000000,252,6029770.0,0
125,5555,18,스물,2015-03-25,2,0.1,1450000,23561971686,221,3044590,2015-12-04,21,100.0,0.01,221,23,2,0.021,254 days 00:00:00.000000000,254,6029770.0,0
126,5907,17,스물,2015-03-25,2,0.1,1450000,23563421686,221,3044811,2015-12-16,20,100.0,0.01,221,18,2,0.016,266 days 00:00:00.000000000,266,6029770.0,0
127,7975,14,스물,2015-03-25,1,0.1,12000,23563433686,2,3044813,2016-03-28,29,4.6,0.0,44,19,1,0.035,369 days 00:00:00.000000000,369,6029770.0,0
128,8021,15,스물,2015-03-25,1,0.1,45000,23563478686,9,3044822,2016-03-30,27,8.2,0.0,110,17,1,0.027000000000000003,371 days 00:00:00.000000000,371,6029770.0,0
129,8030,15,스물,2015-03-25,2,0.1,65000,23563543686,10,3044832,2016-03-31,14,7.1,0.01,140,15,2,0.053,372 days 00:00:00.000000000,372,6029770.0,0
130,8053,12,스물,2015-03-25,2,0.1,162000,23563705686,27,3044859,2016-04-01,15,13.1,0.01,206,12,2,0.054000000000000006,373 days 00:00:00.000000000,373,6029770.0,0
131,1782,18,연평해전,2015-06-24,1,0.1,2608000,2608000,326,326,2015-05-27,22,100.0,0.01,326,21,1,0.015,-28 days +00:00:00.000000000,-28,6661438.0,0
132,1869,7,연평해전,2015-06-24,11,0.8,29794000,32402000,3993,4319,2015-06-01,4,95.9,0.18,4166,6,15,0.29100000000000004,-23 days +00:00:00.000000000,-23,6661438.0,0
133,1880,4,연평해전,2015-06-24,42,3.2,3432000,35834000,572,4891,2015-06-02,4,9.4,0.27,6115,4,42,0.826,-22 days +00:00:00.000000000,-22,6661438.0,0
134,1912,16,연평해전,2015-06-24,1,0.1,360000,36194000,40,4931,2015-06-03,19,133.3,0.0,30,18,1,0.027000000000000003,-21 days +00:00:00.000000000,-21,6661438.0,0
135,1969,9,연평해전,2015-06-24,4,0.3,8008000,44202000,1001,5932,2015-06-08,7,100.0,0.04,1001,11,4,0.101,-16 days +00:00:00.000000000,-16,6661438.0,0
136,1989,11,연평해전,2015-06-24,3,0.2,0,44202000,0,5932,2015-06-09,6,0.0,0.06,1448,15,3,0.076,-15 days +00:00:00.000000000,-15,6661438.0,0
137,1998,15,연평해전,2015-06-24,1,0.1,894000,45096000,149,6081,2015-06-10,16,100.0,0.01,149,18,1,0.025,-14 days +00:00:00.000000000,-14,6661438.0,0
138,2027,9,연평해전,2015-06-24,2,0.3,677000,45773000,91,6172,2015-06-12,11,46.0,0.01,198,12,2,0.113,-12 days +00:00:00.000000000,-12,6661438.0,0
139,2108,10,연평해전,2015-06-24,5,0.3,9021000,54794000,1074,7246,2015-06-18,11,102.1,0.04,1052,10,5,0.07400000000000001,-6 days +00:00:00.000000000,-6,6661438.0,0
140,2176,9,연평해전,2015-06-24,7,0.5,16221000,71015000,1977,9223,2015-06-22,7,100.0,0.08,1977,9,7,0.098,-2 days +00:00:00.000000000,-2,6661438.0,0
141,2210,2,연평해전,2015-06-24,667,30.3,1011947000,1082962000,153400,162623,2015-06-24,2,25.6,24.63,598275,2,3147,31.527,0 days 00:00:00.000000000,0,6661438.0,0
